sample_id,writer_id,source_path,set_id,line_id,prompt_reference,reference,gt_text,gt_status,gt_source,flat_image_path,image_path,crop_x0,crop_y0,crop_x1,crop_y1,line_has_handwriting,line_status,line_exportable,line_ink_pixels,line_ink_ratio,line_ink_bbox_area,line_ink_bbox_ratio,needs_review,sex,difficulty,difficulty_group,checkbox_sex_female_density,checkbox_sex_male_density,checkbox_difficulty_none_density,checkbox_difficulty_dysgraphia_density,checkbox_difficulty_other_density,checkbox_sex_female_extra_density,checkbox_sex_male_extra_density,checkbox_difficulty_none_extra_density,checkbox_difficulty_dysgraphia_extra_density,checkbox_difficulty_other_extra_density,sex_conflict,difficulty_conflict,birth_year,birth_year_status,split,reviewed,review_status,review_note,review_updated_at
162_p01_C_l05,162_p01,C:\Magisterka\Formularze\raw_examples\162.pdf,C,5,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l05.png,187,2190,2300,2378,True,filled,True,11806,0.0297197692098559,305916,0.7700959611724784,False,mezczyzna,nie,nie,0.0059523809523809,0.526984126984127,0.5166666666666667,0.29,0.3,0.0,0.0475478468899521,0.0766787658802177,0.0594373865698729,0.0533333333333333,False,True,2010.0,manual,train,True,validated,,2026-05-21T13:44:26
162_p01_C_l06,162_p01,C:\Magisterka\Formularze\raw_examples\162.pdf,C,6,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l06.png,187,2465,2300,2652,True,filled,True,13316,0.0337002158777721,177995,0.4504708565007554,False,mezczyzna,nie,nie,0.0059523809523809,0.526984126984127,0.5166666666666667,0.29,0.3,0.0,0.0475478468899521,0.0766787658802177,0.0594373865698729,0.0533333333333333,False,True,2010.0,manual,train,True,validated,,2026-05-21T13:44:26
162_p01_C_l07,162_p01,C:\Magisterka\Formularze\raw_examples\162.pdf,C,7,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l07.png,187,2740,2300,2927,True,filled,True,13722,0.0347277232107832,195520,0.494823235838241,False,mezczyzna,nie,nie,0.0059523809523809,0.526984126984127,0.5166666666666667,0.29,0.3,0.0,0.0475478468899521,0.0766787658802177,0.0594373865698729,0.0533333333333333,False,True,2010.0,manual,train,True,validated,,2026-05-21T13:44:26
162_p01_C_l08,162_p01,C:\Magisterka\Formularze\raw_examples\162.pdf,C,8,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\162_p01_C_l08.png,187,3014,2300,3202,True,filled,True,14156,0.0356355287933864,143784,0.3619538621099374,False,mezczyzna,nie,nie,0.0059523809523809,0.526984126984127,0.5166666666666667,0.29,0.3,0.0,0.0475478468899521,0.0766787658802177,0.0594373865698729,0.0533333333333333,False,True,2010.0,manual,train,True,validated,,2026-05-21T13:44:26
163_p01_C_l01,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,1,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przejechał dystans 12 metrów w 8 sekund.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l01.png,187,1091,2300,1279,True,filled,True,12812,0.0322522177805077,212960,0.5360936854930471,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l02,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,2,ID: A-204; status=OK; temp=23.5°C.,ID: A-204; status=OK; temp=23.5°C.,ID: A-204; status=OK; temp=23.5°C.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l02.png,187,1366,2300,1553,True,filled,True,8778,0.0222154171654463,147798,0.3740481005033773,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l03,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,3,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l03.png,187,1640,2300,1828,True,filled,True,11442,0.0288034558105345,234125,0.5893732819123763,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l04,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,4,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l04.png,187,1915,2300,2103,True,filled,True,10758,0.0270815921700516,207298,0.521840480913494,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l05,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,5,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu,O 21:30 rozpoczęło się ważne spotkanie zespołu,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l05.png,187,2190,2300,2378,True,filled,True,14331,0.0360760640815216,301257,0.7583676531300662,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l06,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,6,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l06.png,187,2465,2300,2652,True,filled,True,14008,0.0354515337951211,182182,0.461067342223212,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l07,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,7,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l07.png,187,2740,2300,2927,True,filled,True,13582,0.0343734103373311,221724,0.5611404825235176,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
163_p01_C_l08,163_p01,C:\Magisterka\Formularze\raw_examples\163.pdf,C,8,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\163_p01_C_l08.png,187,3014,2300,3202,True,filled,True,11728,0.0295234163385727,150984,0.3800787425360735,False,kobieta,nie,nie,0.5029761904761905,0.1904761904761904,0.4633333333333333,0.15,0.05,0.0487878787878787,0.0215311004784689,0.0480943738656987,0.0157289776164549,0.0003065134099616,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:45:09
164_p01_C_l01,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,1,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przejechał dystans 12 metrów w 8 sekund.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l01.png,187,1091,2300,1279,True,filled,True,16614,0.0418231615833089,237534,0.597954909325251,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l02,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,2,ID: A-204; status=OK; temp=23.5°C.,"ID: A-204; status=OK; temp=23,5°C","ID: A-204; status=OK; temp=23,5°C",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l02.png,187,1366,2300,1553,True,filled,True,12948,0.0327688791818409,200490,0.5074013428457904,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l03,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,3,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l03.png,187,1640,2300,1828,True,filled,True,14368,0.036169205828156,242605,0.6107203633031587,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l04,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,4,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l04.png,187,1915,2300,2103,True,filled,True,13664,0.0343969952976004,212865,0.5358545377652022,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l05,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,5,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczeło się ważne spotkanie zespołu.,O 21:30 rozpoczeło się ważne spotkanie zespołu.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l05.png,187,2190,2300,2378,True,filled,True,17922,0.045115848194057,323263,0.8137643362769482,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l06,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,6,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku,W bibliotece znaleziono starą książkę z 1908 roku,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l06.png,187,2465,2300,2652,True,filled,True,16819,0.0425656301327914,182610,0.4621505272934799,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l07,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,7,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l07.png,187,2740,2300,2927,True,filled,True,16455,0.0416444166618159,253626,0.6418782631582943,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
164_p01_C_l08,164_p01,C:\Magisterka\Formularze\raw_examples\164.pdf,C,8,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\164_p01_C_l08.png,187,3014,2300,3202,True,filled,True,16331,0.0411107530887817,147528,0.3713787999315282,False,kobieta,nie,nie,0.5089285714285714,0.1841269841269841,0.38,0.2,0.1,0.069090909090909,0.027212918660287,0.0686630369026013,0.0246521476104053,0.0079693486590038,False,False,2007.0,manual,train,True,validated,,2026-05-21T13:45:54
165_p01_C_l01,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,1,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przejechał dystans 12 metrów w 8 sekund.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l01.png,187,1091,2300,1279,True,filled,True,17837,0.0449018739112485,258867,0.65165741962119,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l02,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,2,ID: A-204; status=OK; temp=23.5°C.,ID: A-204; status OK; temp=23.5°C.,ID: A-204; status OK; temp=23.5°C.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l02.png,187,1366,2300,1553,True,filled,True,13571,0.0343455714687027,189568,0.479759877104049,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l03,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,3,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l03.png,187,1640,2300,1828,True,filled,True,14611,0.036780920542538,168848,0.42504858474892,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l04,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,4,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l04.png,187,1915,2300,2103,True,filled,True,13967,0.0351597506822003,174174,0.4384559615752535,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l05,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,5,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l05.png,187,2190,2300,2378,True,filled,True,16925,0.0426060557239379,220088,0.5540373171149218,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l06,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,6,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książke z 1908 roku.,W bibliotece znaleziono starą książke z 1908 roku.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l06.png,187,2465,2300,2652,True,filled,True,18984,0.0480448256401041,172890,0.4375510906509486,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l07,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,7,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłoniła światła starego miasta.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l07.png,187,2740,2300,2927,True,filled,True,20992,0.0531266845679027,227500,0.5757584193596554,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
165_p01_C_l08,165_p01,C:\Magisterka\Formularze\raw_examples\165.pdf,C,8,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOSC 87%.,ANALIZA WYKAZAŁA SKUTECZNOSC 87%.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\165_p01_C_l08.png,187,3014,2300,3202,True,filled,True,21224,0.0534281197450433,144144,0.3628601061312442,False,mezczyzna,nie,nie,0.0654761904761904,0.5936507936507937,0.43,0.2633333333333333,0.28125,0.0006060606060606,0.0559210526315789,0.0849969751966122,0.0609497882637628,0.0511877394636015,False,False,2009.0,manual,train,True,validated,,2026-05-21T13:46:47
166_p01_C_l01,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,1,Robot przejechał dystans 12 metrów w 8 sekund.,Robot przyjechał dystans 12 metrów w 8 sekund.,Robot przyjechał dystans 12 metrów w 8 sekund.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l01.png,187,1091,2300,1279,True,filled,True,13950,0.0351169558256386,186270,0.4689057606911621,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l02,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,2,ID: A-204; status=OK; temp=23.5°C.,ID: A-204; status=OK; temp=23.5°C.,ID: A-204; status=OK; temp=23.5°C.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l02.png,187,1366,2300,1553,True,filled,True,10078,0.025505465276073,128760,0.3258666113263702,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l03,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,3,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,Gracz zapisał stan gry w pliku save_01.dat.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l03.png,187,1640,2300,1828,True,filled,True,11230,0.028269778775765,169624,0.4270020440837369,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l04,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,4,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,W folderze znajdziesz plik raport_v2.txt.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l04.png,187,1915,2300,2103,True,filled,True,10655,0.0268223056861777,171258,0.4311153850026684,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l05,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,5,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu.,O 21:30 rozpoczęło się ważne spotkanie zespołu.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l05.png,187,2190,2300,2378,True,filled,True,12658,0.0318645467269486,301224,0.7582845807614463,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l06,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,6,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku.,W bibliotece znaleziono starą książkę z 1908 roku.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l06.png,187,2465,2300,2652,True,filled,True,13363,0.0338191637710025,133056,0.3367389549288717,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l07,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,7,Gęsta mgła powoli zasłoniła światła starego miasta.,Gęsta mgła powoli zasłaniała światła starego miasta.,Gęsta mgła powoli zasłaniała światła starego miasta.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l07.png,187,2740,2300,2927,True,filled,True,14665,0.037114273494107,166004,0.4201239588895835,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
166_p01_C_l08,166_p01,C:\Magisterka\Formularze\raw_examples\166.pdf,C,8,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ANALIZA WYKAZAŁA SKUTECZNOŚĆ 87%.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\166_p01_C_l08.png,187,3014,2300,3202,True,filled,True,13246,0.0333447452950831,143568,0.3614101156971533,False,kobieta,nie,nie,0.7261904761904762,0.219047619047619,0.52,0.29,0.259375,0.0657575757575757,0.0179425837320574,0.0942226255293405,0.0607985480943738,0.0430651340996168,False,False,2007.0,manual,val,True,validated,,2026-05-21T13:47:46
